Tibetan,English,Author
གང་ལགས་ཞེ་ན། ཁོང་ནི་གཡོན་ཐལ་ཆེ་བའི་དཔོན་རིགས་ཤིག་རེད། དབུས་གཞུང་གིས་ཁོང་ནི་དེ་སྔོན་ཧ་ཅང་མི་ཡག་པོ་ཞིག་དང་། ད་ལྟ་མི་ངན་གཏེ་བོ་ཞིག་ཡིན་པའི་རྒྱུ་མཚན་ མི་མང་ལ་ཤེས་འཇུག་འདོད་པ་རེད།,"Because he was a very popular Leftist leader, so the central government wanted to purge him, and he was very cute, he convinced all the Chinese people, why he is so bad.",ted2019
ང་ཚོ་ལོག་འགྲོ་དགོས།,Let's go back.,tatoeba
གལ་ཏེ། ངའི་ཤག་རོགས་ཀྱིས་ངའི་དཔེ་དེབ་ཀྱི་ནེ་ཇི་རིའི་པར་འགྲེམས་བྱེད་པོ་ མོག་ཏ་བྷ་ཀ་རེ་སྐོར་ཤེས་ཡོད་རྒྱུ་ན། ཁོང་ནི་མི་བསྔགས་འོས་བ་ཞིག་སྟེ། རང་གི་རྨི་ལམ་མངོན་འགྱུར་ཡོང་ཆེད་ དངུལ་ཁང་གི་ལས་ཀ་བཞག་ཏེ་པར་སྐྲུན་ཁང་ཞིག་བཙུགས་པ་རེད།,"What if my roommate knew about my Nigerian publisher, Muhtar Bakare, a remarkable man who left his job in a bank to follow his dream and start a publishing house?",ted2019
ལྟོས་དང་། ང་ཚོས་གྲངས་འབོར་མཚུངས་པ་ཞིག་ལ་བལྟ་སྟངས་འདྲ་ཡི་མི་འདུག གཡུལ་འཁྲུག་རྒྱུན་བསྐྱངས་པ་དང་དུས་མཚུངས་སུ་ དམག་མི་གཡུལ་ལ་ཞུགས་པ་དང་ཤི་རྨས་ཐེབས་གྲངས་དེ་ དལ་འགྲོས་ཀྱིས་ཇེ་མཐོར་འགྲོ་བ་མིན་པར། དཔེར་ན། 10000ནས11000དང་། དེ་ནས12000ལྟར་འགྲོ་བ་མིན་པར། མྱུར་འགྲོས་ཀྱིས10000ནས20000དང་། དེ་ནས་ཡང་40000ལྟར་སྟོད་པར་བྱེད།,"So you see that because of the way we perceive quantities, as the war drags on, the number of soldiers committed to it and the casualties will increase not linearly -- like 10,000, 11,000, 12,000 -- but exponentially -- 10,000, later 20,000, later 40,000.",ted2019
ངས་ཉིན་དང་པོར་རྒོ་ཏ་ལ་ཧ་རར་ཡར་མར་འཁོར་ནས་ མི་རྣམས་ལས་ཀར་འགྲོ་བ་དང་། ཁྲོམ་གཞུང་དུ་བག་ལེབ་སྒྲིལ་བ། ཐ་མག་འཐུང་བ། གད་མོ་དགོད་པ་སོགས་ལ་བལྟས།,"I remember walking around on my first day in Guadalajara, watching the people going to work, rolling up tortillas in the marketplace, smoking, laughing.",ted2019
ཡིན་ནའང་ཁོ་ཁོང་ཁྲོ་ལངས་མི་སྲིད་ལ། བློ་ཕམ་རྒྱུ་ཡང་མེད། ནམ་ཡིན་ཡང་གསོན་ཤུགས་ཀྱིས་ཁེངས་བསྡད་ཡོད། འདི་ནི་ངོ་མ་གཞན་ལས་འཕགས་པ་ཞིག་རེད། ཁོས་མཐོང་བའི་འཇིག་རྟེན་ནི་ཉེས་བ་དང་བྲལ་ཞིང་ལྷད་མེད་པ་ཞིག་ཡིན་ཏེ། ཕྱོགས་ལྷུང་མེད་ལ། མི་གཅིག་གིས་ཀྱང་མི་རྫུན་མི་ལབ།,"Yet beyond the tantrums and the frustration and the never-ending hyperactivity was something really unique: a pure and innocent nature, a boy who saw the world without prejudice, a human who had never lied.",ted2019
འོན་ཀྱང་། མཚམས་རེར་འདི་ལྟ་བུའི་མཚུངས་བསྡུར་ཏེ་ཆེས་སྤྱིར་བཏང་བ་ཞིག་ཡིན་པས།,But sometimes this kind of a metaphor is too simple.,ted2019
ཁོང་གིས་གནད་དོན་དེ་ཁས་ལེན་བྱས་མེད། ཁོང་གིས་གལ་ཏེ་ རྩོམ་རིག་མི་མང་ཚོར་རག་རྒྱུ་ཡོད་པ་དང་རིན་གོང་རན་པོ་བྱས་ན་ མི་མང་གིས་རྩོམ་རིག་ཀློག་ཐུབ་མཁན་ཚོས་ཀློག་གི་རེད།,"He felt that people who could read, would read, if you made literature affordable and available to them.",ted2019
འདི་ཡང་འུ་ཅག་འཚོ་བའི་འཇིག་རྟེན་འདི་རུ་ རྩ་བའི་འབྲེལ་བ་འདི་དག་ ཐད་ཚོར་ཐུབ་པའི་རྒྱུ་མཚན་ཡིན།,"It stands to reason that we, existing in this world, should in the course of our lives absorb intuitively those relationships.",ted2019
ཨིན་ཡུལ་གྱི་བུད་མེད་སྨན་པ་དང་ཤོས་ཀྱི་མིང་བཏགས་པའི་སློབ་གྲྭ་འདི་དང་། མཐའ་འཁོར་གྱི་ཁང་བརྩེགས་མེག་སེས་ཁན་གྱི་སྒྱུ་རྩལ་བ་ཧྥི་རས་རྡ་ཁ་ལོ་དང་ མེ་རིས་སིས་ཁོལ་གྱི་་མིང་ཡོད་པ། ཁོང་ནི་འཇའ་མེ་ཁན་ནས་སྨན་ཞབས་མི་རིཊ་ནག་པོའི་ཧྥི་ལོ་རིན་སི་ན་ཡེ་ཊིན་གལ་ལ་གྲགས་པ། ཨིན་ཇིའི་རྩོམ་པ་པོ་ཨེས་མི་ལི་བྷི་རོན་ཊིས་བཅས་ཀྱི་མིང་བཏགས་ཡོད་པ། ཕོ་མོ་དང་། མི་རིགས་དབྱེ་འབྱེད། མ་རིག་པ་བཅས་ལ་འཐབ་རྩོད་བྱེད་མཁན་ཚོར་ཆེ་བསྟོད་དང་། ཁོང་ཚོའི་རྣམ་ཤེས་ཀྱི་ཚོར་ཤུགས་ཀྱི་རྗེས་བསྙེགས་ཡོད།,"And this school, named after the U.K.'s first female doctor, and the surrounding buildings named for Mexican artist Frida Kahlo, Mary Seacole, the Jamaican nurse known as the ""black Florence Nightingale,"" and the English author, Emily Bronte, honor women who fought sexism, racism and ignorance, to pursue their passions to feed their own souls.",ted2019
ཡག་པོར་ཙོག་སྡོད་ཨཱ། གདོང་རིས་འདི་དག་ཆེ་རུ་བཏང་ན། ང་ཅག་གིས་འདི་ཚོ་ཚང་མའི་དཔྲལ་ཞེང་ཆེ་ལ། སྨིན་མ་དྲང་བ། སྣ་གཟེངས་སུ་མཐོ་བ། མཆུ་ཀྱོག་པ། མ་ནེ་ཆུང་ལ་ཟླུམ་པ་ཤེས་ཐུབ།,"And hold onto your seats, because if we zoom in on those faces, remark how they have the same broad forehead, the horizontal eyebrows, the long nose, the curved lips and the small, well-developed chin.",ted2019
"ཁོང་ཚོས་ཕལ་ཆེར་""ཆུ་ཚོད་༨་པ་ང་ལ་མཚོན་ན་འཕྱི་དྲགས་འདུག་ལབ་གི་རེད། འོན་ཀྱང་། མི་འགྲིག་མི་འདུག། ངས་ཊེ་ནས་སི་བརྩེད་མོ་ཐེངས་གཅིག་བརྩིས་ཏེ། ཁ་པར་བརྒྱུད་ཚོགས་འདུ་ཁག་ཅིག་བྱས་རྗེས་ཆུ་ཚོད་༨་གྱི་ཐོག་ཏུ་ཐུག་ཆོག།""","they're likely to tell you, ""Eight o'clock is too late for me, but that's OK, I can get a game of tennis in and do a few conference calls and meet you at eight.""",ted2019
Samuel ནི་ལོ16 ཡིན། གཟུགས་རིང་ལ། མི་རྫིག་པོ་ཞིག་ཡོད།,He's very handsome.,ted2019
འདི་རྗེས་ང་ཚོས་མུ་མཐུད་ནས་དེ་ལས་ལེཊ་པའི་་་ སྤྱོད་མཁན་ལ་དམིགས་པའི་སྐེ་འདོཊ་ཅན་ཏེ་་་ མི་མང་ཆེས་མཁྱེན་གསལ་གྱི་༼དབང་པོ་ཨང་དྲུག་པའི་སྒྲིག་ཆས༽སོ། །,"Later, we moved to a much better, consumer-oriented pendant version of that, that many of you now know as the SixthSense device.",ted2019
དེར་བརྟེན། ཞུ་གཏུག་བྱེད་མཁན་ཏེ་གནོད་ཐེབས་ཞིང་པ་ཚོ་ མེ་འཁོར་ལ་བསྡད་དེ་པེ་ཅིང་དབུས་གཞུང་དུ་ཞུ་གཏུག་ལ་ཡོང་ཚེ། ཁོང་ཚོས་དཀའ་རྙོག་དེ་གོང་མས་སེལ་བའི་རེ་བ་བྱེད་ཀྱི་ཡོད།,"So that's why the petitioner, the victims, the peasants, want to take the train to Beijing to petition to the central government, they want the emperor to settle the problem.",ted2019
འདི་ལས་གང་དག་ཁོང་གི་རང་བྲིས་ཡིན་སྲིད་དམ་ཞེ་ན།,Which ones of these could be self-portraits?,ted2019
རྩིས་འཁོར་ཡིན་གཅིག་དགོས་སམ། ཤོག་བུའང་གནག་པོ་ཡོད་རེད།,We can just play with papers.,ted2019
ཁྱེད་ཀྱི་གྲུབ་འབྲས་ནི་ རང་གི་སྡུག་རུས་དང་། གདེང་ཚོད། སྙིང་་རུས་བཅས་ཀྱིས་ཐག་གཅོད་ཀྱི་རེད།,"Your success will be determined by your own fortitude, your own confidence, your own individual hard work.",ted2019
དེ་བས།ང་ཚོས་ལོ་རེར་པར་མཚུངས་པ་རེ་བླངས་པ་ཡིན།ང་ཚོའི་མཐོང་སྣེ་འདྲ་ཡི་མ་རེད། བུ་མོ་མོ་རང་གི་ལམ་ལ་འཇུག་རྒྱུ་དང་། ངས་མོའི་མིག་ཟུང་ལས་་་ མོས་ཅི་བྱེད་མིན། ཇི་ལྟར་བྱེད་མིན་ལ་བལྟས་པ་ཡིན།,"Because while we take the same photo, our perspectives change, and she reaches new milestones, and I get to see life through her eyes, and how she interacts with and sees everything.",ted2019
དཔེར་ན། མཉམ་འཛོམས་དང་ཐུག་འཕྲད། སྤྲོ་འཆམ་ལྟ་བུའི་ཚིག་དག་འཁོད་ཚེ།རང་བཞིན་གྱིས་ཞིབ་འཇུག་བྱེད་ཀྱི་ཡོད་ལ། ཆབ་སྲིད་ཀྱི་གནད་དོན་ཡོད་མིན་ཞིབ་འཇུག་བྱེད་པར་གཏོང་གི་ཡོད།,"For example, anything you want to post, like ""get together"" or ""meet up"" or ""walk,"" it is automatically recorded and data mined and reported to a poll for further political analyzing.",ted2019
གལ་ཏེ་ངའི་ཤག་རོགས་ཀྱིས་ངའི་གྲོགས་མོ་ཧྥོས་མས་འོན་ཏ་ཡི་སྐོར་ཤེས་ཡོད་ན། ཁོ་མོ་ནི་ལ་རྒོ་སེར་བརྙན་འཕྲིན་ལྟད་མོའི་ལས་རིམ་གཙོ་སྐྱོང་བྱེད་མཁན་བུད་མེད་འཇིགས་སྣང་མེད་པ་ཞིག་ཡིན།ང་ཚོས་བརྗེད་ན་འདོད་པའི་གཏམ་རྒྱུད་དག་བཤད་རྒྱུའི་ཆོད་སེམས་ཅན་ཞིག་ཡིན།,"Now, what if my roommate knew about my friend Funmi Iyanda, a fearless woman who hosts a TV show in Lagos, and is determined to tell the stories that we prefer to forget?",ted2019
